	时间	文本	翻译版	大指标	对应指标	判断依据	情感	来源	具体网址	品种
1473	2012-02-01 00:00:00	记者昨日从市国税局了解到，根据财政部、国家税务总局规定，自今年1月1日起，国家对蔬菜流通环节免征增值税。此项政策的出台将在一定程度上降低蔬菜流通领域成本，给“菜篮子”减负，让消费者受益。	"Yesterday, the reporter learned from the city's internal revenue service that, according to the ministry of finance and the state administration of taxation, the state has exempted the VAT on vegetable circulation from January 1 this year. This policy will reduce the cost of vegetable circulation to a certain extent, and the ""vegetable basket"" will be reduced and consumers will benefit."	经济政策	蔬菜流通环节的监管	免征增值税，减负，受益	负向	中国蔬菜网	http://www.vegnet.com.cn/News/664375.html	蔬菜
1474	2016-07-17 00:00:00	目前，武汉启动蔬菜“补贴限价销售”，记者采访多家蔬菜市场摊贩后发现，大多数蔬菜价格均有回落。	"At present, wuhan starts the vegetable ""subsidy limit sale"", the reporter interviewed many vegetable market stalls and found that most vegetable prices have come down."	经济政策	价格上限的直接定价	限价销售，回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/1072946.html	蔬菜
1475	2013-11-07 00:00:00	首府从11月6日才开始实施蔬菜直销点所有菜限价销售措施，但一周来，各区县的蔬菜直销点管理部门都采取了相应的措施，让市民感觉到直销点“变了样”，进入直销店的顾客都发现，如今来买菜，蔬菜直销点的菜品新鲜了，价格降低了，工作人员的笑容也多了。	"Capital from November 6th to vegetables outlets all food price sales measures, but in a week, each district and county of vegetables outlets are adopted corresponding measures, the administrative department to make citizens feel outlets ""changed"", customers into stores found that now to buy food, food fresh vegetables outlets, the price is reduced, the staff smile too much."	经济政策	价格上限的直接定价	限价销售，价格降低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/878950.html	蔬菜
1476	2013-04-23 00:00:00	昨日，首先尝试蔬菜“零售限价”模式的朝阳农贸市场亮出成绩单，两个月来销量由此前的每日60吨上升到80吨，销量增弥补了蔬菜零售价降低后摊贩失去的毛利润,而这部分让利又让市民菜篮子变得更稳更轻。	"Yesterday, first try to vegetables ""retail price"" model of chaoyang farmers market with transcripts, two months before the daily sales rose 60 tons to 80 tons, sales increase makes up for the vegetable retail price lower gross margins vendors after losing, and this part of the benefit and make citizens basket more lighter."	经济政策	价格上限的直接定价	零售限价，菜篮子变得更稳更轻	负向	中国蔬菜网	http://www.vegnet.com.cn/News/842622.html	蔬菜
1477	2013-04-23 00:00:00	辽宁朝阳市农贸市场实施了“蔬菜限价令”，在全国同业中率先核定蔬菜批零毛利后实行限价销售，对价格进行适当干预，减轻市民的菜篮子，把‘最后一公里’的高菜价压下来，市场上蔬菜价跌量升，形成良性循环后，菜贩收益有增无减。	"Liaoning chaoyang farmers market implemented the ""vegetable price"", in the national trade pioneered check and ratify the vegetables zero margin and the sales price, the price appropriate intervention, reduce citizens' basket, and the ""last mile"" high price, quantity of vegetables on the market price falls, forming a virtuous cycle, greengrocer earnings increase."	经济政策	价格上限的直接定价	蔬菜限价令，蔬菜价跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/842395.html	蔬菜
1478	2012-06-01 00:00:00	蔬菜售卖减少了流通环节，可以降低蔬菜的价格，同时，通过信息平台的建立，直销直供的蔬菜还将制定最高限价。	Vegetable sale reduces circulation, can reduce the price of vegetables, at the same time, through the establishment of information platform, direct direct supply of vegetables will also set the ceiling price.	经济政策	蔬菜流通环节的监管	减少了流通环节，降低了蔬菜的价格	负向	中国蔬菜网	http://www.vegnet.com.cn/News/722938.html	蔬菜
1479	2011-04-15 00:00:00	本月12日起，海口市物价部门开始对部分蔬菜进行限价销售。时隔3天后记者走访发现，海口市农贸市场蔬菜供应充分，菜价普遍比限定价格低1毛钱。	From December 12, the price department of haikou began to sell some vegetables. After three days of reporters visiting, haikou city farmers market vegetable supply is full, the price of vegetable prices is generally lower than the limit of 1 cent.	经济政策	价格上限的直接定价	限价销售，比限定价格低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/531913.html	蔬菜
1480	2010-11-26 00:00:00	福州10日开始对大白菜、上海青、豆芽菜和空心菜等4种主要蔬菜实施“限价令”。至11日，福州6家主要超市的80家门店全部将菜价调至政府指导价之下，4种大路菜的降价幅度两日间普遍达到15%—50%。	"Fuzhou began to impose ""price restrictions"" on four major vegetables, such as cabbage, Shanghai green, bean sprouts and Chinese cabbage, on October 10. On the 11th, 80 stores in six of fuzhou's main supermarkets had the prices to be adjusted to the government's guidance price, and the price cut of four main courses reached 15% to 50% by day."	经济政策	价格上限的直接定价	限价令，降价	负向	中国蔬菜网	http://www.vegnet.com.cn/News/468697.html	蔬菜
1481	2015-03-27 00:00:00	2012年，自治区政府出台《关于加强鲜活农产品流通体系建设实施意见》，提出建立和完善鲜活农产品流通、肉菜应急储备、政策支持、信息服务、质量监管等五大体系，形成以农产品批发市场、标准化菜市场、“菜篮子”平价连锁超市和生鲜超市为流通主渠道，以社区蔬菜直销店、放心肉店、早市为补充的鲜活农产品流通网络。这一举措对农贸市场季节性、阶段性大幅涨价起到明显抑制作用，且促进大中型超市将蔬菜销售联营模式改为自营模式，减少流通环节，降低蔬菜价格。	"In 2012, the autonomous region government implementation opinion ""about strengthening the construction of fresh agricultural products circulation system, and proposes the establishment and improvement of fresh agricultural products circulation, meat dishes, emergency stockpile, policy support, information services, quality supervision and so on five big system, formed by wholesale market for agricultural products, standardized vegetable market,"" vegetable basket ""parity supermarket chains and circulation of fresh supermarket as main channel, with community vegetable stores, rest assured the butcher's, morning market for supplement of fresh agricultural products circulation network. A move to a farmers' market seasonal and periodic sharp price increases have obvious inhibitory effect, and promote the sales of large and medium-sized supermarkets will vegetables associated mode to the self-management model, reduce circulation, reduce the vegetable prices."	经济政策	蔬菜流通环节的监管	流通网络，降低蔬菜价格	负向	中国蔬菜网	http://www.vegnet.com.cn/News/995194.html	蔬菜
1482	2012-05-09 00:00:00	新模式下的蔬菜直营店，价格将比普通菜市场低20%~50%。	Under the new mode, the vegetable outlets will be 20%~50% lower than the normal market.	经济政策	蔬菜流通环节的监管	直营店，价格比普通市场价低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/709180.html	蔬菜
1483	2011-06-22 00:00:00	通知提出，鼓励有条件的农贸市场在一定时间、地点开放蔬菜早市，或拿出一定比例的市场摊位免费提供给城郊农民、蔬菜种植户进场直销，以减少中间流通环节，降低蔬菜价格。	Notice, encourage conditional farmer's markets open vegetable market in a certain time, place, or a percentage of the market stalls free to suburban farmers, growers in direct marketing, to reduce the middle circulation, to lower the price of vegetables.	经济政策	蔬菜流通环节的监管	减少中间流通环节，降低蔬菜价格	负向	中国蔬菜网	http://www.vegnet.com.cn/News/562680.html	蔬菜
1484	2016-04-05 00:00:00	继续抓好“菜篮子”市场建设，打好流动环节牌。走“政府培育市场，市场引导生产，生产适应市场”的路子，建立以农贸市场为基础、综合批发市场为中心的市场体系，使“菜篮子”生产步入“生产——流通——再生产”的良性循环，不要出现“农民卖菜难、市民买菜贵”的现象。鼓励农产品生产基地、农户实行“农超对接”、“农商对接”和“农区对接”，减少中间环节，降低蔬菜价格，并建立蔬菜订单关系，进而实现商家、农民、消费者共赢，进一步搞活“菜篮子”产品在市场内的流通。	"Continue to grasp the market construction of ""vegetable basket"" and play the mobile link. Go ""government foster market, the market guide production, production to adapt to the market"", established on the basis of the farmer's market, comprehensive wholesale market as the center of the market system, production of ""vegetable basket"" into the virtuous cycle of ""production, circulation, reproduction"", do not appear ""farmers to sell food, people buy food your"" phenomenon. Encouraging agricultural production base, practice the farmers and farmers, agribusiness and docking and docking ""agriculture"", the decrease of the intermediate links, to lower the price of vegetables, and establish the vegetable order relation, achieving win-win merchants, farmers, consumers, further stimulates circulation within the ""vegetable basket"" products in the market."	经济政策	蔬菜流通环节的监管	减少中间环节，降低蔬菜价格	负向	中国蔬菜网	http://www.vegnet.com.cn/News/1057252.html	蔬菜
1485	2011-05-07 00:00:00	据农业部消息，通过实施稳定菜价的一系列政策措施，“五一”节后，蔬菜价格下滑幅度明显趋缓，个别地区产销矛盾明显缓解。	"According to the Ministry of Agriculture news, through the implementation of a series of policy measures to stabilize vegetable prices, ""51"" after the holiday, vegetable prices fell significantly slowed down, individual areas of production and marketing contradictions significantly eased."	经济政策	价格上限的直接定价	稳定菜价、蔬菜价格下滑幅度明显趋缓	正向	大连新闻网	http://www.dlxww.com/newscenter/content/2011-05/07/content_95630.htm	蔬菜
1486	2016-10-01 00:00:00	近日，海南省物价局制定下发了《海南省基本蔬菜品种价格区间调控管理办法》，对本地居民经常食用的10种蔬菜的价格调控区间、监测点设置、采价方式以及督导考核等方面进行规定，保证平时价格涨幅不超过目标价格的30%，确保全省菜价稳定。	"Recently, the Hainan Provincial Price Bureau has issued a ""Hainan Province, the basic varieties of vegetable varieties price control management approach"", the local residents often eat 10 kinds of vegetables, price control interval, monitoring points set, the way of procurement and supervision and other aspects of supervision Regulations, to ensure that the usual price increase does not exceed 30% of the target price to ensure that the province of vegetable prices stable."	经济政策	价格上限的直接定价	价格调控区间，价格涨幅不超过，菜价稳定	正向	新华网	http://news.xinhuanet.com/politics/2016-10/01/c_129309271.htm	蔬菜
1487	42655	为应对极端天气影响，保证蔬菜正常供应，市相关部门今年借助南环桥批发市场这一平台实行应急供应双保险制度：建立应急保供制度，该批发市场与48家保供单位基地签订《应急保供协议》，如遭遇极端灾害性天气，市场立即启动应急预案，48家应急保供单位基地从常熟董浜、吴江澄湖等近郊基地优先调运货源，确保每天可供上市蔬菜1340吨。同时启动储备制度，市场强化日常储备工作，特别是针对冬季蔬菜产储特点，启动冷库和应急仓储区冬季蔬菜保供储备，按照耐贮存蔬菜品种5-7天消费量的动态库存，结合本地消费习惯和自身储藏能力适当进行调整，保证在一周内，每天的供应量可达正常水平，确保苏州市场供应货源稳定和价格平稳。	"In order to cope with the extreme weather, to ensure the normal supply of vegetables, the relevant departments of the city this year with the South Ring Bridge wholesale market this platform to implement emergency supply double insurance system: the establishment of emergency security system, the wholesale market and 48 security units signed a base For the implementation of the agreement, ""such as the face of extreme disaster weather, the market immediately start contingency plans, 48 emergency security unit base from Changshu Dong Bang, Wujiang Cheng Lake and other suburban base priority delivery, to ensure that every day for 1340 tons of vegetables listed. At the same time start the reserve system, the market to strengthen the daily reserve work, especially for winter vegetable production and storage characteristics, start cold storage and emergency storage area winter vegetable reserves, according to the storage of vegetable varieties 5-7 days consumption of dynamic inventory, combined with local consumption Habits and their own storage capacity to make appropriate adjustments to ensure that within a week, the daily supply of up to normal levels, to ensure stable supply of Suzhou market supply and stable prices."	经济政策	蔬菜流通环节的监管	保证蔬菜正常供应、建立应急保供制度、价格平稳	正向	苏州新闻网	https://zm12.sm-tc.cn/?src=l4uLj8XQ0IiIiNGMip2ekJGai9GckJLQzc%2FOydDOz87N0M7Hy8zNy8nRjJeLkpM%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=6d62f8c2f90fc632fda2148d291fb14f&pos=2&cid=9&time=1505146212510&from=click&restype=1&pagetype=0000104000008402&bu=structure_web_info&query=%E6%94%BF%E7%AD%96%E5%BD%B1%E5%93%8D%E8%94%AC%E8%8F%9C%E4%BB%B7%E6%A0%BC%E7%9A%84%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1488	2015-04-16 00:00:00	当地政府部门多头分段管理，试图以单点政策、项目撬动菜价系统，但收效甚微。	The local government departments long section management, trying to single point of policy, project leveraging vegetable price system, but with little success.	经济政策	蔬菜流通环节的监管	分段管理、收效甚微	正向	南海网新闻	http://www.hinews.cn/news/system/2015/04/16/017488262.shtml	蔬菜
1489	2011-05-18 00:00:00	据国家发展和改革委员会17日介绍，发展改革委近日发出紧急通知，要求各地完善促进蔬菜生产和流通的政策，努力降低蔬菜生产经营成本，在稳定蔬菜价格，保护菜农利益的同时，保障城镇居民生活。	According to the National Development and Reform Commission on the 17th, the Development and Reform Commission issued an urgent notice recently, requiring all localities to improve the promotion of vegetable production and circulation policy, efforts to reduce the cost of vegetable production and management, in the stability of vegetable prices to protect the interests of farmers at the same time, life.	经济政策	蔬菜流通环节的监管	完善促进蔬菜生产和流通的政策、降低蔬菜生产经营成本、稳定蔬菜价格	正向	江东新闻网	http://jdnews.cnnb.com.cn/system/2011/05/18/010083920.shtml	蔬菜
1490	2013-01-29 00:00:00	“菜篮子”工程的实施有效化解了低温寡照和雨雪冰冻天气的不利影响，确保了春节期间江西蔬菜市场有效供给和价格基本平稳。	"The implementation of the ""vegetable basket"" project has effectively solved the adverse effects of low temperature and light rain and freezing rain and snow weather, ensuring the effective supply of vegetables market in Jiangxi Province during the Spring Festival and the price is basically stable."	经济政策	补贴	“菜篮子”工程、价格基本平稳	正向	农民日报	http://news.jxgdw.com/hydt/2025051.html	蔬菜
1491	2010-11-22 00:00:00	记者从北京市民政局获悉，民政部门已开始物价监测，当物价上涨达到政策规定的一定标准时，将给本市低保及困难人员发放临时生活补贴，并在必要时考虑提高低保标准。	Reporters learned from the Beijing Municipal Civil Affairs Bureau, the civil affairs departments have begun to price monitoring, when prices rose to meet certain standards set by the policy, will give the city subsistence allowances and difficult personnel to pay temporary living allowance, and when necessary to consider raising the minimum standard.	经济政策	补贴	物价监测、生活补贴	正向	北京晚报	http://finance.sina.cn/?sa=t74d4770256v39&from=wap	蔬菜
1492	2016-02-10 00:00:00	2月10日上午，三亚市政府副市长李劲松带领市发改委(物价局)、市农业局等相关单位对政府惠家菜篮子专营店和“食为鲜”公司仓储库进行调研，了解春节期间基本蔬菜品种应急调运情况以及40个平价网点蔬菜供应及销售情况，并要求相关单位切实做好春节期间保供稳价工作。	"On the morning of February 10, Li Jinsong, vice mayor of Sanya Municipal Government, led the city development and Reform Commission (Price Bureau), the Municipal Bureau of Agriculture and other relevant units to the government Huijia vegetable basket franchise stores and ""fresh food"" warehouse research to understand the basic during the Spring Festival Vegetable varieties of emergency transport situation and 40 parity outlets vegetable supply and sales, and asked the relevant units to do a good job during the Spring Festival for the stable price of work."	经济政策	蔬菜流通环节的监管	应急调运情况、保供稳价	正向	南海网	http://www.hinews.cn/news/system/2016/02/10/030129465.shtml	蔬菜
1493	2014-12-09 00:00:00	山东启动蔬菜价格保险试点 蔬菜价低了可获赔	Shandong start vegetable price insurance pilot vegetable prices can be compensated low	经济政策	补贴	蔬菜价格保险、价低了可获赔	正向	舜网-济南时报	http://m.e23.cn/content/2014-12-09/2014C0900065.html	蔬菜
1494	2016-04-02 00:00:00	农业部迅速行动、及时部署，以坚决的态度、有力的措施，全力抓好蔬菜生产，保障市场供应和价格基本稳定。	The Ministry of Agriculture prompt action, timely deployment, with a firm attitude, strong measures to take full advantage of vegetable production, protection of market supply and prices are basically stable.	经济政策	价格上限的直接定价	农业部、市场供应、价格基本稳定	正向	人民网	http://politics.people.com.cn/n1/2016/0402/c1001-28246639.html	蔬菜
1495	2010-11-12 00:00:00	 “地方政府以‘指导价’来平抑物价是合理的，不仅可以稳定市场蔬菜价格、抑制菜价的快速上涨、保证广大群众吃到平价蔬菜，还能起到监督零售商、有效控制过高的蔬菜批零差价率的作用。”中投顾问食品行业研究员周思然对福州对蔬菜实行最高限价持肯定态度。	Local government to 'guide the price' to stabilize prices is reasonable, not only can stabilize the market price of vegetables, inhibit the rapid rise in vegetable prices to ensure that the masses eat cheap vegetables, but also play a supervisory retailer, effective control too high The role of vegetable wholesale and retail price difference. Investment consultants food industry researcher Zhou Siran Fuzhou on the implementation of the maximum price of vegetables with a positive attitude.	经济政策	价格上限的直接定价	指导价、稳定市场蔬菜价格、平价蔬菜	正向	法邦网	https://zm12.sm-tc.cn/?src=l4uLj8XQ0IiIiNGZnp2ekMzJytGckJLQkZqIjNDLxsfMzMjRl4uSkw%3D%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=721627e5dd69168b0e345cb64408d288&pos=8&cid=9&time=1505201768859&from=click&restype=1&pagetype=0000104000008402&bu=news_natural&query=%E6%94%BF%E5%BA%9C%E5%B9%B2%E6%B6%89%E8%94%AC%E8%8F%9C%E4%BB%B7%E6%A0%BC%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1496	2011-11-22 00:00:00	另外刘通还说北京市发改委和北京市政府也出台了一些政策来保证冬季蔬菜的市场供应。具体情况是这样的，从11月1日起在新发地农产品市场对八类农产品实行减免入场交易费，同时各个区县对其管辖范围内的农产品批发市场也给予适当的优惠，减免进场交易费以降低物流成本，保证菜价的稳定。	In addition, Liu also said that the Beijing Municipal Development and Reform Commission and the Beijing Municipal Government has also introduced a number of policies to ensure that the winter vegetable market supply. The specific situation is this, from November 1 on the new agricultural products in the market for the eight categories of agricultural products to implement the transaction fee reduction, while the various districts and counties within the jurisdiction of the agricultural products wholesale market also give appropriate concessions, Field transaction fee to reduce logistics costs, to ensure the stability of vegetable prices.	经济政策	蔬菜流通环节的监管	减免入场交易费、菜价的稳定	正向	人民网	http://politics.people.com.cn/GB/70731/16344160.html	蔬菜
1497	2015-02-06 00:00:00	从省商务厅获悉，河北省将于明天至16日（农历腊月十八至廿八），在全省范围内启动肉菜补贴销售工作，以低于市场20%价格补贴销售蔬菜，以每市斤低于市场1元和4元的价格补贴销售猪肉和牛羊肉	From the Provincial Department of Commerce was informed that Hebei Province will be tomorrow to 16 (lunar January 18 to 28), in the province to start meat subsidies to sell jobs to 20% below the market price subsidies to sell vegetables to each city Kg less than the market 1 yuan and 4 yuan price subsidies to sell pork and beef and mutton	经济政策	补贴	肉菜补贴销售工作、以低于市场20%价格补贴销售蔬菜	正向	河北新闻网	http://hebei.hebnews.cn/2015-02/06/content_4534147.htm	蔬菜
1498	2016-04-21 00:00:00	今年以来，物价部门按照省政府的要求，积极采取有效措施，认真抓好“菜十条”各项工作的落实，全力做好保供稳价工作。	"This year, the price department in accordance with the requirements of the provincial government, and actively take effective measures to seriously grasp the ""food ten"" the implementation of the work, to do a good job for the stability of the work."	经济政策	价格上限的直接定价	认真抓好“菜十条”、稳价工作	正向	海南人民政府	http://www.hainan.gov.cn/hn/yw/zwdt/tj/201604/t20160421_1937762.html	蔬菜
1499	2013-06-17 	厦门实施政府差价补贴销售平价蔬菜的政策也将暂停，此举对市场价格起到了引导示范作用，抑制价格上涨效果明显，政府稳定控价措施得以落实	Xiamen to implement the government subsidies to subsidize the sale of cheap vegetable policy will also be suspended, the move on the market price has played a guiding role in guiding the suppression of price increases effect is obvious, the government stable control measures to be implemented	经济政策	补贴	差价补贴、政策也将暂停、稳定控价	正向	中国蔬菜网	http://blog.sina.cn/dpool/blog/s/blog_7c3fdde10101l8e4.html?vt=4	蔬菜
1500	2010-11-30 00:00:00	记者昨天从市交通委获悉，为稳定消费价格总水平，本市于11月27日起，提前4天开始执行鲜活农产品绿色通道政策，以降低农副产品运输流通成本。	Reporters learned yesterday from the Municipal Transport Committee, in order to stabilize the overall level of consumer prices, the city on November 27, 4 days ahead of the implementation of fresh agricultural products green channel policy to reduce the cost of agricultural and sideline products transport and circulation.	经济政策	蔬菜流通环节的监管	稳定消费价格总水平、农产品绿色通道	正向	东楚网	https://zm12.sm-tc.cn/?src=l4uLj8XQ0IiIiNGXjJuciNGckJLQl4uSk9DNz87P0s7O0szP0MzOzc%2FNzNGXi5I%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=7fc72f9bbda871d064b958fa2d784b06&pos=10&cid=9&time=1505202460489&from=click&restype=1&pagetype=0000104000008402&bu=news_natural&query=%E6%94%BF%E5%BA%9C%E5%B9%B2%E6%B6%89%E8%94%AC%E8%8F%9C%E4%BB%B7%E6%A0%BC%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1501	2016-02-17 00:00:00	启动价格协商机制，5种蔬菜获政府补贴。为保障市场供应，稳定蔬菜价格，目前福州已启动蔬菜价格协商机制。	Start the price negotiation mechanism, five kinds of vegetables received government subsidies. In order to protect the market supply, stable vegetable prices, Fuzhou has started the vegetable price consultation mechanism.	经济政策	补贴	5种蔬菜获政府补贴、稳定蔬菜价格	正向	人民网	http://fj.people.com.cn/n2/2016/0217/c181466-27752283.html	蔬菜
1502	2016-09-22 00:00:00	眼见着2017年新年春节正缓缓向我们走来，海南省物价局再出“秒杀绝招”——制定《海南省基本蔬菜品种价格区间调控管理办法》(以下简称《管理办法》)确定基本蔬菜品种目标价格，把蔬菜价格涨幅调控在合理的区间。	"See the 2017 New Year Spring Festival is slowly coming to us, the Hainan Provincial Price Bureau and then ""spike trick"" - the development of ""basic vegetable varieties in Hainan Province price range management approach"" (hereinafter referred to as ""management approach"") to determine the basic vegetables Variety of target prices, the price adjustment of vegetables in a reasonable range."	经济政策	价格上限的直接定价	蔬菜品种价格区间调控、蔬菜价格涨幅调控在合理的区间	正向	海南头条NEWS公众号	http://mp.weixin.qq.com/s?__biz=MjM5OTUxNjAzMw==&idx=1&mid=2651806160&sn=5e348275440cb5e444f04df57fdf2f20	蔬菜
1503	2013-10-30 00:00:00	政府要科学选择调控时机，加大农业保险推进力度，把政策性保险延伸到生产、运输、加工、销售等各环节，最大限度地化解风险，保持市场稳定。	The government should scientifically choose the timing of regulation and control, increase the intensity of agricultural insurance, extend the policy insurance to production, transportation, processing and sales, and finally resolve the risks and keep the market stable.	经济政策	蔬菜流通环节的监管	农业保险、最大限度地化解风险、保持市场稳定	正向	中国新闻网	https://zm12.sm-tc.cn/?src=l4uLj8XQ0IiIiNGcl5aRnpGaiIzRnJCS0JyV0M3Pzs3Qzs%2FSzM%2FQy83HysfLyNGMl4uSkw%3D%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=218e147c6a40e2eaed7e477d9f2830c7&pos=1&cid=9&time=1505203140326&from=click&restype=1&pagetype=0000104000008402&bu=structure_web_info&query=%E6%94%BF%E5%BA%9C%E5%B9%B2%E6%B6%89%E8%B0%83%E6%8E%A7%E6%8E%A7%E5%88%B6%E8%94%AC%E8%8F%9C%E6%9E%9C%E8%94%AC%E4%BB%B7%E6%A0%BC%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1504	2016-09-22 00:00:00	当蔬菜价格超过政府调控涨幅时，市县政府通过提高本地蔬菜产能，加大外地蔬菜调运力度，必要时采取限价销售等多种措施，解决基本蔬菜品种涨幅过大和价格过高等突出问题，确保基本蔬菜品种供应和价格水平的稳定。	When the price of vegetables over the government control gains, the city and county government by increasing the local vegetable production capacity, increase the field of vegetable control efforts, if necessary, to limit sales and other measures to solve the basic vegetable varieties rose too much and the price is too high and other outstanding issues to ensure Basic vegetable variety supply and price level stability.	经济政策	价格上限的直接定价	当蔬菜价格超过政府调控涨幅时、采取限价销售、价格水平的稳定	正向	千龙网	http://jiangsu.china.com.cn/html/finance/finances/7375109_1.html	蔬菜
1505	2015-10-09 00:00:00	为让广大群众过一个祥和快乐的节日，奇台县政府拿出资金进行羊肉和蔬菜补贴，从9月18日在全县7个政府惠民肉食店和15个政府惠民副食品店敞开供应新鲜羊肉和平价蔬菜。	In order to let the masses have a peaceful and happy holiday, Qitai County government to come up with funds for lamb and vegetable subsidies, from September 18 in the county seven government Huimin meat stores and 15 government Huimin non-staple food store open Fresh lamb and cheap vegetables.	经济政策	补贴	蔬菜补贴、平价蔬菜	正向	人民网	https://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%400%2Csz%401320_2001%2Cta%40qbase_1_10.1_3_602/baiduid=CD804095426E070FF4754AA98F67E819/w=20_10_%E6%94%BF%E5%BA%9C%E8%A1%A5%E8%B4%B4%E8%94%AC%E8%8F%9C/t=iphone/l=3/tc?ref=www_iphone&lid=9117274819339150314&order=8&pd=realtime&srd=1&dict=32&otn=1&clk_info=%7B%22applid%22%3A%228431039826242765605%22%2C%22apptpl%22%3A%22normal%22%2C%22srcid%22%3A200%2C%22tplname%22%3A%22rt_normal%22%2C%22xpath%22%3A%22div-div-a-div-div-p%22%2C%22t%22%3A1505203356918%2C%22referlid%22%3A%22%22%2C%22frsrcid%22%3A%22%22%2C%22frorder%22%3A%22%22%7D&module=sf&sec=23912&di=4444b9b61dcad0b0&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IEgSUQylMLCarol7rfbrgHtkoYT7qAp7MZpPPdj0PtAoDlnWb075z7qQMraNit7cf6nvecff5hhW2EsxNsdy&tn=vsearch	蔬菜
1506	2011-06-02 00:00:00	日前，我省物价局转发《国家发展改革委关于完善价格政策促进蔬菜生产流通的通知》，同时说明，今年年底前我省将尽快建立我省价格调节基金，充分运用好价格调节基金支持蔬菜的生产和流通。	"Recently, the Provincial Price Bureau forwarded the ""National Development and Reform Commission on the improvement of price policy to promote the circulation of vegetable production notice"", also pointed out that by the end of this year before the province will establish our province price adjustment fund, make full use of the price adjustment fund to support vegetables Production and circulation."	经济政策	蔬菜流通环节的监管	价格调节基金、蔬菜的生产和流通	正向	河北新闻网	https://zm12.sm-tc.cn/?src=l4uLj8XQ0JmWkZ6RnJrRl5qdkZqIjNGckdDNz87O0s%2FJ0M%2FN0JyQkYuakYugzc%2FJzMrPz9GXi5I%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=035da78753d317257fe476b86c89ee87&pos=4&cid=9&time=1505203493022&from=click&restype=1&pagetype=0000104000008402&bu=news_natural&query=%E6%94%BF%E5%BA%9C%E5%B9%B2%E6%B6%89%E8%B0%83%E6%8E%A7%E6%8E%A7%E5%88%B6%E8%94%AC%E8%8F%9C%E6%9E%9C%E8%94%AC%E4%BB%B7%E6%A0%BC%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1507	2015-09-10 00:00:00	 “菜价过高时，可以运用各种措施平抑物价，但菜价大跌时，有效手段却不多。”宁夏物价局综合调控处调研员贺志勤说，宁夏试点蔬菜价格保险，旨在尝试用市场化手段帮助农户提高抗风险能力。	Vegetable prices are too high, you can use a variety of measures to stabilize prices, but the vegetable prices fell, the effective means is not much. Ningxia Price Bureau, a comprehensive control researcher He Zhiqin said, Ningxia pilot vegetable price insurance, Market means to help farmers improve their ability to resist risks.	经济政策	补贴	蔬菜价格保险、物价局综合调控处、农户提高抗风险能力	正向	国际商报	https://zm12.sm-tc.cn/?src=l4uLj8XQ0IiIiNGXkIidiobRnJCS0JGaiIzQzc%2FOytLPxtLOz9DMysbPyMnN0ZeLkpM%3D&uid=108cb32f948c5c420db9b6d0ec5b7253&hid=034a631edd36ecc80e93684eecc1ba46&pos=3&cid=9&time=1505203561261&from=click&restype=1&pagetype=0000104000008402&bu=news_natural&query=%E6%94%BF%E5%BA%9C%E5%B9%B2%E6%B6%89%E8%B0%83%E6%8E%A7%E6%8E%A7%E5%88%B6%E8%94%AC%E8%8F%9C%E6%9E%9C%E8%94%AC%E4%BB%B7%E6%A0%BC%E6%96%B0%E9%97%BB&mode=&v=1&uc_param_str=dnntnwvepffrgibijbprsvdsdichei	蔬菜
1508	2015-10-04 00:00:00	今年中秋、国庆两节，锦州市拿出200万元，对猪肉、鲜蛋、蔬菜进行价格补贴，让市民吃得安心、满意。这个国庆节，锦州百姓过得乐和。	This year the Mid-Autumn Festival, National Day two, Jinzhou City, took out 200 million, pork, eggs, vegetables, price subsidies, so that the public eat peace of mind, satisfaction. This National Day, Jinzhou people had fun and.	经济政策	补贴	蔬菜进行价格补贴、市民吃得安心、满意	正向	人民网	http://ln.people.com.cn/n/2015/1004/c340418-26639348.html	蔬菜
